idade,genero,altura,peso,is_alto,imc,imc_classification,metabolic_rate
22,F,1.857,79,False,22.90884974665422,0,5970.565
21,M,1.922,109,True,29.506638181481527,1,8756.629
41,M,1.851,94,False,27.435634978800135,1,4686.99
40,F,1.747,102,False,33.4206091790686,2,3126.645
56,M,1.8,124,False,38.2716049382716,3,2820.097
43,M,1.839,69,False,20.402605501429516,0,4074.404
33,M,1.665,71,False,25.61119678236795,1,5157.617
52,F,1.853,107,False,31.162546463502395,2,2707.32
36,F,1.833,122,False,36.31072336020625,3,4060.354
40,M,1.745,110,False,36.12449815682958,3,4571.512
32,M,1.691,88,False,30.774815429793026,2,4564.078
63,M,1.716,105,False,35.6578153780951,3,2245.647
70,F,1.879,81,False,22.942009680395145,0,2303.727
63,F,1.761,64,False,20.63769843227659,0,2284.879
59,M,1.831,101,False,30.126222908397494,2,2441.238
30,M,1.692,108,False,37.72446054021428,3,6029.308
21,M,1.941,98,True,26.012075442450804,1,9121.21
56,F,1.882,104,False,29.362572432384212,1,2706.532
47,M,1.815,91,False,27.62409975032064,1,3518.928
22,F,1.844,99,False,29.11476983451047,1,6100.797
34,F,1.774,117,False,37.177367181472576,3,4131.099
65,M,1.744,91,False,29.919093510647254,2,2744.606
43,M,1.864,68,False,19.571183849398587,0,3648.138
27,M,1.761,111,False,35.79350821847971,3,5992.351
25,F,1.869,107,False,30.631282096645414,2,6250.348
51,F,1.752,107,False,34.85905214653573,2,2931.017
60,M,1.72,115,False,38.87236343969714,3,2472.506
70,F,1.803,82,False,25.22449027303665,1,2005.064
54,M,1.75,93,False,30.367346938775512,2,2847.531
32,M,1.798,102,False,31.551557100275794,2,5257.965
47,M,1.836,88,False,26.105818749673677,1,3678.612
61,M,1.777,115,False,36.41857803503721,3,2735.936
23,M,1.982,118,True,30.038255500310058,2,8891.243
50,F,1.837,112,False,33.18942359750238,2,2852.632
20,M,1.748,111,False,36.327885677780166,3,6782.16
49,M,1.845,83,False,24.382899655554823,0,3211.804
27,M,1.862,114,False,32.88103641026765,2,8139.599
59,M,1.834,114,False,33.892701652655695,2,2648.875
65,F,1.822,118,False,35.5455519260267,3,2269.081
33,F,1.797,95,False,29.41896916551391,1,4769.144
63,F,1.774,94,False,29.86899585520019,1,2554.905
47,F,1.72,68,False,22.985397512168742,0,2863.154
53,M,1.694,110,False,38.33238780110091,3,3214.817
58,M,1.817,98,False,29.683576107629015,1,2876.432
23,M,1.728,97,False,32.48510373799726,2,6426.764
43,F,1.792,72,False,22.421077806122447,0,3200.035
46,M,1.738,98,False,32.44341272920609,2,3263.574
61,F,1.873,70,False,19.95365620819531,0,2700.618
30,M,1.905,128,True,35.27118165347442,3,6923.034
42,M,1.876,123,False,34.94937738962817,3,4214.348
61,F,1.769,75,False,23.966554194290783,0,2038.916
51,F,1.823,102,False,30.692116248496614,2,2473.193
69,M,1.81,102,False,31.13458075150331,2,2731.342
23,M,1.969,125,True,32.24174811147184,2,7302.176
38,M,1.81,112,False,34.18699062910168,2,3695.411
26,M,1.757,123,False,39.843876789775614,3,6852.526
52,M,1.742,83,False,27.35154045193972,1,3255.015
33,F,1.841,74,False,21.833539325892424,0,3821.396
32,M,1.829,102,False,30.491076726609535,2,5240.316
25,M,1.673,104,False,37.15706972202582,3,6729.658
38,M,1.784,82,False,25.764644372498942,1,4620.891
28,F,1.821,80,False,24.12515406172602,0,4859.875
54,M,1.789,113,False,35.30675161950195,3,2807.894
68,M,1.727,106,False,35.540308241763945,3,2185.294
70,F,1.701,73,False,25.229824694192057,1,1924.382
67,F,1.766,116,False,37.19431722135364,3,2202.335
45,M,1.771,72,False,22.955955492228295,0,3810.57
23,M,1.909,76,True,20.85459381425307,0,6806.319
67,F,1.667,80,False,28.78848345507863,1,2031.698
47,M,1.761,116,False,37.40582840850132,3,2948.018
46,F,1.78,106,False,33.45537179649034,2,3444.227
70,M,1.944,96,True,25.40263171264543,1,3004.287
63,F,1.801,74,False,22.81415007579539,0,2171.836
26,F,1.753,106,False,34.49387880087563,2,4852.757
28,M,1.773,100,False,31.811381412418978,2,6150.862
53,M,1.822,127,False,38.256653344113474,3,3001.722
27,F,1.759,109,False,35.228554132875,3,4504.597
29,F,1.78,70,False,22.093170054286073,0,3918.38
20,F,1.799,109,False,33.679386454274365,2,7852.483
69,M,1.83,82,False,24.48565200513601,0,2660.765
27,M,1.892,130,False,36.31625761523987,3,6102.888
64,M,1.778,65,False,20.56126561232714,0,2687.962
58,F,1.826,81,False,24.293129902863466,0,2318.061
65,M,1.829,97,False,28.996416102756125,1,2531.341
58,M,1.707,66,False,22.650453060539512,0,2596.569
36,F,1.915,91,True,24.81440326132157,0,4427.284
37,M,1.802,95,False,29.25593833956844,1,4319.988
53,F,1.901,97,True,26.841544401587136,1,2548.62
54,M,1.836,95,False,28.18241796839772,1,2843.307
70,F,1.971,130,True,33.4634030067125,2,1877.667
22,F,1.768,94,False,30.07207059642513,2,6349.979
31,M,1.939,132,True,35.10898814034339,3,4964.869
23,F,1.781,73,False,23.014154335441077,0,6696.077
55,F,1.808,82,False,25.085167201816898,1,2619.988
28,F,1.902,111,True,30.683292035280815,2,3762.602
54,M,1.874,86,False,24.488336148542828,0,3030.58
22,F,1.894,91,False,25.367720439915303,1,5937.033
44,F,1.837,122,False,36.15276499013652,3,2488.483
45,M,1.835,100,False,29.69804512617957,1,4087.234
56,F,1.758,83,False,26.855939563134754,1,2547.267
67,M,1.971,123,True,31.66152746019721,2,2995.044
46,M,1.853,71,False,20.677951391669815,0,3793.781
47,M,1.791,99,False,30.86341815161795,2,3920.662
38,F,1.943,77,True,20.396005667440743,0,4137.241
43,F,1.829,77,False,23.01777360734249,0,3610.614
56,M,1.816,69,False,20.922684313687437,0,3206.926
59,F,1.888,126,False,35.34813990232692,3,2670.909
63,F,1.841,69,False,20.358300182251043,0,2400.385
57,F,1.858,100,False,28.96733758882834,1,2383.987
44,M,1.93,84,True,22.550940964858118,0,3333.393
53,F,1.802,88,False,27.100237619810766,1,2777.023
34,M,1.837,97,False,28.744411508551167,1,4787.246
35,M,1.837,94,False,27.855409090760926,1,4274.0
23,M,1.802,111,False,34.18325427044313,2,7167.913
45,M,1.71,115,False,39.328340344037485,3,3438.152
66,F,1.839,85,False,25.133644458282735,1,2262.992
58,F,1.793,66,False,20.529735611221557,0,2584.552
66,F,1.765,117,False,37.55747979680441,3,2133.231
45,F,1.754,122,False,39.65524638909728,3,2893.537
67,F,1.797,91,False,28.180275726965956,1,1627.071
47,F,1.718,88,False,29.815105687773503,1,2673.436
68,F,1.933,79,True,21.14284292018523,0,2191.155
56,M,2.022,105,True,25.681890891587205,1,3899.283
57,F,1.918,89,True,24.193171327884343,0,2235.333
55,M,1.818,127,False,38.42518465267869,3,2416.066
29,F,1.852,78,False,22.74116126865358,0,5184.935
52,F,1.868,91,False,26.07880269064464,1,2771.32
27,M,1.742,99,False,32.62412656315701,2,5445.809
57,F,1.876,90,False,25.57271516314256,1,2714.977
61,M,1.714,89,False,30.294819653917425,2,2270.177
55,M,1.928,133,True,35.77977307553245,3,3995.475
40,F,1.863,99,False,28.523938066751203,1,3926.053
64,F,1.787,120,False,37.57786838915265,3,2342.527
69,F,1.809,68,False,20.779341423219876,0,2063.203
39,F,1.805,72,False,22.09927793678686,0,3678.42
53,M,1.835,125,False,37.12255640772446,3,3065.401
57,M,1.751,71,False,23.157200535811963,0,2950.246
62,F,1.867,114,False,32.705155279200184,2,2391.162
47,M,1.738,89,False,29.46391564183002,1,3863.677
51,M,1.844,92,False,27.056149745201648,1,3314.696
31,M,1.921,112,True,30.35032129337894,2,5858.441
28,M,1.852,112,False,32.65397515498976,2,5399.681
62,M,1.861,126,False,36.381265265333475,3,3026.597
34,F,1.889,85,False,23.820726890882295,0,4320.866
32,M,1.803,108,False,33.22249938399949,2,5413.197
21,F,1.814,86,False,26.135083127798122,1,7105.473
39,M,1.973,119,True,30.56981361918592,2,4878.609
33,F,1.98,81,True,20.66115702479339,0,4385.492
61,M,1.775,92,False,29.200555445348147,1,3000.368
34,F,1.9,80,True,22.1606648199446,0,4476.975
48,M,1.968,93,True,24.01224469561769,0,3749.919
40,F,1.868,113,False,32.38356817629499,2,3840.315
29,M,1.867,82,False,23.52476081486329,0,6233.276
60,M,1.771,105,False,33.477435092832934,2,2608.844
57,M,1.808,96,False,29.368000626517343,1,3237.542
40,F,1.94,76,True,20.1934318205973,0,4124.48
54,F,1.853,91,False,26.502726431576804,1,2020.131
63,M,1.86,122,False,35.264192392184064,3,2412.116
36,M,1.801,125,False,38.537415668573296,3,3965.913
63,M,1.918,93,True,25.280504870710605,1,2384.092
23,M,1.85,70,False,20.45288531775018,0,8242.557
33,F,1.736,70,False,23.2272929983648,0,3693.047
59,M,1.811,114,False,34.75905420003714,2,3100.572
51,M,1.696,99,False,34.41783107867569,2,3198.638
37,M,1.733,79,False,26.30449483882503,1,4435.863
53,M,1.896,93,False,25.870586978582494,1,3115.403
51,F,1.768,112,False,35.8305521999959,3,2449.082
33,F,1.965,98,True,25.380546329208993,1,4211.443
55,F,1.898,117,False,32.47831170518354,2,2811.486
53,M,1.747,80,False,26.21224249338714,1,3134.667
25,F,1.84,112,False,33.0812854442344,2,4008.772
59,M,1.77,92,False,29.365763350250564,1,3140.447
54,M,1.889,103,False,28.86511611483384,1,3141.329
34,F,1.822,103,False,31.027049562548722,2,4167.324
70,M,1.855,95,False,27.608052833094792,1,2631.045
39,F,1.8,93,False,28.703703703703702,1,3129.231
47,F,1.817,82,False,24.837277967607953,0,2527.597
56,M,1.885,131,False,36.86791576666268,3,2832.864
70,M,1.943,130,True,34.43481476321165,2,2864.979
57,M,1.736,94,False,31.190936312089875,2,2812.172
40,F,1.86,69,False,19.944502254595903,0,3964.196
43,M,1.865,78,False,22.42523126019737,0,3012.756
29,F,1.919,125,True,33.94376902378535,2,4985.819
55,M,1.703,115,False,39.6523147124914,3,2513.477
28,F,1.803,75,False,23.071180127777424,0,5459.098
41,F,1.846,113,False,33.1600403319995,2,3307.79
61,M,1.716,98,False,33.2806276862221,2,2315.602
56,M,1.853,86,False,25.046532671600055,1,2946.846
35,M,1.872,95,False,27.108901307619252,1,4085.153
62,F,1.804,106,False,32.571127968889044,2,2241.556
43,F,1.736,68,False,22.563656055554375,0,2735.383
23,M,1.821,77,False,23.22046078441129,0,6469.489
63,F,1.886,70,False,19.67952733148983,0,2294.031
42,F,1.847,123,False,36.055483232881194,3,2645.88
61,F,1.714,95,False,32.33716704631635,2,2077.881
41,M,1.74,94,False,31.04769454353283,2,3687.345
21,F,1.976,119,True,30.47706076152699,2,8183.664
47,M,1.954,136,True,35.61966163416722,3,4094.902
38,M,1.829,77,False,23.01777360734249,0,4076.472
39,M,1.819,74,False,22.36486709073276,0,3923.458
47,F,1.815,84,False,25.49916900029597,1,3081.842
61,M,1.816,121,False,36.69050437617652,3,2739.972
43,M,1.708,85,False,29.136889907804026,1,4149.646
46,M,1.788,113,False,35.34625567416883,3,3660.12
63,M,1.861,80,False,23.099216041481572,0,2783.799
21,F,1.857,98,False,28.418573103444476,1,7253.998
26,F,1.896,76,False,21.141554950239456,0,6492.781
20,F,1.813,91,False,27.685080084418203,1,7044.992
30,M,1.68,75,False,26.573129251700685,1,5566.613
70,M,1.804,99,False,30.42020442377373,2,2365.434
50,M,1.791,112,False,34.91619023213344,3,3055.683
49,F,1.829,124,False,37.06758347156453,3,3060.974
32,M,1.855,85,False,24.701942008558497,0,5003.102
43,F,1.882,115,False,32.46822913196331,2,2963.052
37,M,1.852,122,False,35.56950865097098,3,4421.165
32,F,1.718,69,False,23.37775332336786,0,4362.401
36,M,1.857,104,False,30.158485742430873,2,4723.102
65,M,1.919,109,True,29.598966588740822,1,3078.545
67,F,1.717,78,False,26.457817250429002,1,2153.528
49,F,1.955,72,True,18.838181330577374,0,3790.893
38,M,1.845,83,False,24.382899655554823,0,4425.031
31,F,1.873,105,False,29.930484312292965,2,4931.664
45,M,1.777,76,False,24.067929831850677,0,4199.416
37,F,1.856,85,False,24.67533070749108,0,3281.658
31,F,1.952,117,True,30.706211367911852,2,5533.465
63,F,1.777,88,False,27.868129278984995,1,1824.599
69,F,1.866,71,False,20.390837793470105,0,2379.697
61,M,1.906,94,True,25.87510143590297,1,2990.989
21,M,1.964,137,True,35.51710835777187,3,8508.377
39,F,1.837,82,False,24.299399419599958,0,3241.556
25,F,1.852,83,False,24.198928016644196,0,4951.398
20,F,1.827,76,False,22.768608918883537,0,6789.52
45,F,1.789,81,False,25.308379479466,1,2910.293
26,F,1.875,104,False,29.58222222222222,1,5141.77
51,M,1.636,113,False,42.219379367650845,4,2833.746
52,F,1.758,100,False,32.3565536905238,2,2806.72
29,F,1.832,91,False,27.1138040845903,1,5644.635
64,F,1.766,87,False,27.895737916015232,1,2035.678
60,F,1.802,66,False,20.325178214858074,0,2325.464
34,F,1.769,64,False,20.451459579128137,0,3569.808
50,M,1.842,116,False,34.188396929646174,2,3284.593
43,M,1.683,89,False,31.42112820208657,2,3369.944
48,F,1.792,67,False,20.86405851403061,0,3094.424
37,F,1.692,77,False,26.896143162930553,1,3197.22
26,F,1.748,84,False,27.491372945347152,1,5387.612
53,F,1.837,115,False,34.07842601529262,2,2416.06
33,F,1.712,87,False,29.68326928115993,1,4703.682
39,F,1.775,112,False,35.548502281293395,3,3767.658
48,M,1.822,105,False,31.629516544345787,2,3533.121
56,M,1.747,65,False,21.29744702587705,0,3179.118
61,F,1.981,137,True,34.910142058796325,3,2710.882
50,M,1.826,77,False,23.093469166919594,0,3577.972
38,M,1.792,81,False,25.223712531887752,1,3879.519
42,F,1.703,108,False,37.23869555607889,3,3478.265
26,M,1.849,78,False,22.81501614162392,0,7296.943
25,F,1.875,93,False,26.453333333333333,1,5503.951
54,M,1.704,111,False,38.22819546386299,3,3092.66
48,F,1.84,106,False,31.30907372400756,2,2338.959
32,F,2.067,96,True,22.469338130537018,0,3958.457
58,F,1.786,103,False,32.29046622417233,2,2356.672
44,F,1.939,123,True,32.71519349441088,2,3723.591
53,M,1.897,94,False,26.12120405412202,1,3435.941
38,M,1.811,100,False,30.49039842108521,2,4386.373
23,M,1.863,130,False,37.45567624926926,3,7597.751
43,F,1.848,127,False,37.18774010981803,3,3349.236
52,M,1.892,101,False,28.214938608763283,1,3120.752
62,M,1.793,70,False,21.77396201190165,0,2866.118
21,F,1.787,107,False,33.50693264699445,2,6949.836
21,F,1.797,81,False,25.083542130596072,1,7773.447
33,F,1.728,102,False,34.15959362139918,2,4306.387
69,F,1.722,83,False,27.99057358418283,1,2364.144
30,M,1.785,108,False,33.89591130569875,2,5232.539
53,F,1.938,94,True,25.027663555781338,1,3145.811
57,F,1.727,117,False,39.22845343666398,3,2751.519
47,M,1.827,74,False,22.16943499996555,0,3114.891
58,F,2.04,78,True,18.742791234140714,0,2349.68
41,F,1.801,113,False,34.83782376439026,2,3449.753
61,M,1.835,91,False,27.02522106482341,1,2931.39
52,F,1.806,94,False,28.819892839053775,1,3204.762
57,F,1.759,119,False,38.46053157625803,3,2252.093
50,F,1.873,105,False,29.930484312292965,2,2281.414
33,F,1.768,103,False,32.95131139821052,2,4231.217
57,F,1.864,68,False,19.571183849398587,0,2527.157
28,M,1.736,102,False,33.84548408333156,2,5982.617
43,F,1.779,88,False,27.805504289157025,1,2901.573
48,F,1.763,91,False,29.27768728148309,1,2317.887
24,F,1.941,123,True,32.64780897368826,2,7329.125
61,M,1.889,102,False,28.584872269058753,1,3041.632
58,F,1.796,125,False,38.752287935079686,3,2807.906
46,M,2.001,126,True,31.46852360925984,2,3513.084
27,F,1.869,114,False,32.635197747827824,2,5402.294
48,M,1.792,100,False,31.140385841836732,2,3726.752
31,F,1.834,92,False,27.352004842494072,1,5020.279
27,M,1.85,70,False,20.45288531775018,0,7226.644
61,F,1.721,63,False,21.27055436129083,0,1966.313
60,F,1.719,65,False,21.996906219743675,0,2187.214
40,M,1.751,120,False,39.138930483062474,3,4338.285
67,M,1.642,77,False,28.5590935862952,1,2303.638
66,M,1.87,112,False,32.028367983070716,2,2056.681
28,M,1.687,95,False,33.380546309534644,2,5909.386
33,F,1.717,95,False,32.22426459988148,2,4177.375
20,M,1.891,105,False,29.36339324490944,1,8306.978
50,M,1.77,82,False,26.173832551310287,1,3329.388
35,M,1.908,126,True,34.610972667220445,2,3986.366
58,F,1.755,118,False,38.311377342716376,3,2722.3
46,M,1.841,107,False,31.57011767392553,2,3713.287
30,F,1.936,127,True,33.883870637251555,2,4593.879
21,F,1.843,70,False,20.608546835425148,0,7937.287
50,F,1.779,70,False,22.118014775465817,0,2289.48
69,F,1.801,99,False,30.52163320951005,2,1900.499
43,F,1.781,115,False,36.25517463802361,3,3588.019
58,M,1.806,84,False,25.753946792345925,1,2595.557
22,M,1.748,96,False,31.4187119375396,2,6871.023
67,F,1.804,66,False,20.28013628251582,0,2086.579
23,M,1.812,126,False,38.37550984605938,3,7709.158
49,F,1.833,114,False,33.92969232019272,2,2877.345
22,M,1.839,89,False,26.31640419749604,1,7937.127
23,F,1.78,124,False,39.13647266759247,3,6011.252
32,F,1.852,72,False,20.99184117106484,0,4429.913
33,F,1.836,95,False,28.18241796839772,1,4225.574
29,M,1.657,63,False,22.945394695388956,0,5205.516
33,F,1.864,88,False,25.32741439333935,1,4244.59
36,F,1.876,82,False,23.299584926418778,0,3213.429
41,M,1.796,84,False,26.04153749237355,1,4789.773
65,M,1.819,124,False,37.47626377366029,3,2268.438
56,F,1.843,93,False,27.379926509921983,1,2384.308
40,M,1.796,84,False,26.04153749237355,1,4638.024
44,F,1.82,105,False,31.69907016060862,2,3781.25
22,M,1.722,102,False,34.39805428417649,2,8013.403
38,F,1.862,129,False,37.20748856951339,3,3995.979
51,M,1.937,106,True,28.251832571111326,1,3617.872
34,M,2.023,125,True,30.54346102373373,2,5262.957
60,M,1.796,88,False,27.2816107062961,1,2935.526
43,M,1.748,73,False,23.89131220250407,0,4162.435
28,F,1.949,99,True,26.062226593422157,1,5899.847
29,M,1.731,87,False,29.035219721522203,1,6114.741
67,M,1.853,93,False,27.085203935567502,1,2419.68
51,F,1.828,109,False,32.619260805653845,2,2762.933
59,M,1.665,83,False,29.939849759669578,2,2120.117
26,M,1.668,114,False,40.974414712834054,4,6700.888
65,F,1.737,121,False,40.103819176188004,4,2037.429
69,F,1.796,97,False,30.071775437621838,2,1645.623
46,F,1.847,102,False,29.899669022389283,1,3163.7
34,F,1.779,89,False,28.12147592880654,1,4475.785
63,F,1.79,86,False,26.840610467838083,1,2165.208
40,M,1.936,135,True,36.0182876852674,3,4675.581
29,F,1.78,67,False,21.146319909102385,0,4474.924
42,F,1.829,91,False,27.202823354132036,1,3039.834
24,M,1.782,73,False,22.988332004418798,0,7143.402
68,M,1.751,106,False,34.572721926705185,2,2175.77
25,M,1.836,78,False,23.13924843721076,0,6815.972
41,F,1.73,114,False,38.090146680477126,3,2841.37
47,M,1.813,88,False,26.77238513658024,1,3513.435
38,F,1.76,118,False,38.09400826446281,3,3834.701
68,M,1.798,125,False,38.66612389739681,3,2120.107
33,M,1.829,114,False,34.07826222385771,2,4891.828
67,F,1.761,101,False,32.56886783843649,2,1854.947
26,F,2.005,82,True,20.397883097741932,0,6548.597
34,M,1.931,131,True,35.13231338774462,3,5239.441
51,M,1.707,107,False,36.72118905269284,3,3063.206
41,F,1.786,82,False,25.706973110506123,1,3284.478
65,F,1.806,94,False,28.819892839053775,1,2002.978
40,F,1.828,70,False,20.948149141245587,0,2947.462
38,M,1.898,111,False,30.812757258763874,2,4463.055
32,M,1.756,71,False,23.02551356624343,0,5529.682
41,F,1.859,108,False,31.251076064251055,2,3291.518
29,F,1.968,116,True,29.950756824641417,2,5508.198
65,M,1.805,85,False,26.08942534204004,1,2188.525
65,F,1.798,123,False,38.04746591503846,3,2426.661
63,M,1.849,116,False,33.93002400549199,2,3153.12
43,M,1.803,95,False,29.22349482851807,1,4075.566
27,M,1.867,126,False,36.14780320332652,3,6447.316
27,F,1.762,115,False,37.04128396041543,3,4563.806
68,F,1.878,112,False,31.756077035706312,2,1694.562
68,F,1.827,75,False,22.46902195942454,0,2169.842
58,M,1.785,94,False,29.501996877182247,1,3164.467
69,M,1.882,123,False,34.72688854983902,2,2469.707
38,F,1.848,105,False,30.745769382133016,2,3815.138
61,F,1.664,91,False,32.86508413461539,2,1890.664
37,F,1.887,129,False,36.22812937317754,3,4073.085
52,M,1.694,62,False,21.60552766971142,0,3308.796
67,M,1.771,64,False,20.405293770869598,0,2577.03
56,M,1.766,117,False,37.51495788705497,3,2656.635
48,M,1.829,68,False,20.327384484406355,0,3331.204
51,F,1.93,91,True,24.43018604526296,0,3109.162
27,M,1.822,123,False,37.05171938051935,3,5857.501
51,M,1.759,105,False,33.93576315552179,2,3748.232
31,M,1.785,104,False,32.64050718326546,2,6533.283
41,M,1.762,103,False,33.17610650367643,2,3854.329
39,F,1.867,87,False,24.95919744991593,1,4678.773
64,F,1.778,96,False,30.367407673590854,2,2139.451
45,F,1.759,101,False,32.64297217816858,2,3342.444
36,M,1.89,88,False,24.635368550712467,0,4980.092
61,F,1.828,115,False,34.41481644633204,2,2315.749
53,F,1.855,87,False,25.283164173465757,1,2328.526
50,M,1.732,67,False,22.334643632426438,0,3132.621
37,F,1.871,80,False,22.85295750121192,0,4569.238
22,M,1.812,90,False,27.41107846147099,1,8005.3
37,F,1.841,123,False,36.29088293357795,3,3840.58
39,F,1.868,94,False,26.938543438687873,1,3667.492
40,F,1.804,70,False,21.509235451153142,0,3676.627
54,M,1.86,79,False,22.835009827725745,0,3182.33
61,F,1.873,102,False,29.075327617656022,1,2471.691
62,M,1.93,81,True,21.745550216113184,0,2834.95
49,F,1.728,66,False,22.103266460905353,0,2653.562
55,M,1.817,110,False,33.318299712644816,2,2737.415
23,F,1.833,115,False,34.22732120019441,2,7217.594
34,F,1.899,123,False,34.10791578173263,2,3850.828
67,F,1.747,113,False,37.02479252190933,3,2063.412
26,M,1.866,91,False,26.134735763461684,1,6317.481
51,M,1.958,119,True,31.039990985360603,2,3349.235
52,F,2.006,112,True,27.832752987299326,1,2836.061
32,M,1.787,66,False,20.667827614033957,0,4833.185
36,F,1.916,95,True,25.87811245592549,1,4225.594
59,M,1.728,65,False,21.76836848422497,0,2921.702
57,F,1.744,68,False,22.357124821143003,0,2510.036
25,M,1.805,68,False,20.871540273632032,0,5458.303
69,F,1.78,122,False,38.505239237470015,3,2185.938
23,M,1.922,124,True,33.56718472021752,2,8238.778
34,M,1.752,89,False,28.99491253309981,1,4469.75
27,M,1.741,77,False,25.403478165050682,1,6364.615
53,F,1.854,71,False,20.655651095214985,0,2965.725
70,M,1.863,94,False,27.083335134087,1,2378.308
49,M,1.735,98,False,32.55570596882293,2,3040.332
42,M,1.801,114,False,35.14612308973884,3,4589.974
28,M,1.983,75,True,19.07286061629753,0,7720.274
43,M,1.889,95,False,26.62316534863315,1,4390.131
63,M,1.798,124,False,38.35679490621764,3,2958.165
27,F,1.737,70,False,23.200556548207935,0,5018.966
69,M,1.685,84,False,29.58553830710845,1,2492.455
25,F,1.691,77,False,26.9279635010689,1,4074.905
44,F,1.768,72,False,23.03392641428308,0,3306.748
32,M,1.87,121,False,34.60207612456747,2,5759.126
53,F,1.739,104,False,34.3901583303049,2,2695.047
44,M,1.828,91,False,27.232593883619266,1,4005.008
37,M,1.712,83,False,28.318521268233035,1,4464.184
28,F,1.637,105,False,39.182481773615564,3,4260.873
52,F,1.907,75,True,20.6233815801305,0,3390.692
25,M,1.858,76,False,22.01517656750954,0,7981.369
33,M,1.734,116,False,38.57978499086724,3,5995.025
25,M,1.842,117,False,34.4831244893845,2,6417.283
37,M,1.787,111,False,34.7595282599662,2,4794.39
62,M,1.774,101,False,32.09328278058744,2,2862.335
58,F,1.878,86,False,24.384130580988774,0,1981.677
45,F,1.759,119,False,38.46053157625803,3,3001.018
55,M,1.927,102,True,27.468613742547454,1,3342.803
55,M,1.881,86,False,24.30641228593046,0,3270.329
30,F,1.829,89,False,26.604959104590673,1,4310.901
37,M,1.797,66,False,20.438441736041245,0,4952.97
34,M,1.816,81,False,24.561412020415684,0,5099.882
49,F,1.883,80,False,22.562610539164602,0,2822.7
60,M,1.831,74,False,22.072678170509054,0,2995.954
44,M,1.727,64,False,21.458299315782007,0,3286.221
35,M,1.868,82,False,23.49958044651495,0,5112.976
31,M,1.795,71,False,22.035831503479955,0,5295.06
33,F,1.818,68,False,20.57411461718229,0,4250.065
66,M,1.804,73,False,22.43105982763113,0,2354.306
32,M,1.813,78,False,23.73006864378703,0,4662.033
58,M,1.84,92,False,27.173913043478258,1,2590.805
49,M,1.97,110,True,28.343940838465304,1,3250.542
55,M,1.719,81,False,27.411529289219043,1,2913.754
65,F,1.845,75,False,22.032740652609778,0,2273.942
35,M,1.897,129,False,35.847184287039795,3,5187.355
20,F,1.813,97,False,29.510469980094125,1,6484.179
60,M,1.89,116,False,32.47389490775734,2,2556.868
48,M,1.823,109,False,32.798437951824816,2,3658.496
46,M,1.876,86,False,24.43615004478067,0,3913.73
32,F,1.741,96,False,31.67186888110215,2,4641.542
36,F,1.937,109,True,29.05141273821825,1,3651.249
47,F,1.896,91,False,25.314230269365666,1,3049.965
39,M,1.758,103,False,33.327250301239516,2,4343.839
70,F,1.894,119,False,33.17317288296616,2,1768.197
24,M,1.841,89,False,26.259256756816566,1,6961.048
43,F,1.751,64,False,20.87409625763332,0,2595.447
28,F,1.956,94,True,24.56915118287394,0,5085.734
52,F,1.723,69,False,23.242269671633885,0,2898.813
53,M,1.883,78,False,21.998545275685487,0,3941.344
65,M,1.742,84,False,27.6810770838908,1,2506.711
46,F,1.822,78,False,23.49621229008544,0,3152.45
56,M,1.716,116,False,39.393396036752684,3,2838.139
52,F,1.895,110,False,30.631922640471732,2,3059.439
67,F,1.829,98,False,29.29534822752681,1,2276.908
57,F,1.88,68,False,19.23947487550928,0,2154.006
48,F,1.877,74,False,21.004056337420515,0,3175.915
57,M,1.815,114,False,34.60601507183025,2,2581.425
54,M,1.784,88,False,27.6498622534135,1,3402.523
39,F,1.75,66,False,21.551020408163264,0,3838.9
38,F,1.7,109,False,37.71626297577855,3,2893.434
24,M,1.743,81,False,26.661847784548566,1,7372.509
44,M,1.714,84,False,28.592863493584986,1,3198.042
48,M,1.867,129,False,37.0084651843581,3,3525.509
45,F,1.787,65,False,20.35467871079102,0,2667.823
65,M,1.793,109,False,33.90516941853257,2,2671.875
70,F,1.938,132,True,35.14522967407592,3,2461.64
21,M,1.906,73,True,20.094493668307628,0,8211.37
34,F,1.704,112,False,38.57259362119509,3,3643.907
64,M,1.885,95,False,26.736274792617976,1,2705.886
25,F,1.81,119,False,36.32367754342053,3,6373.648
20,F,1.765,82,False,26.322336267845824,1,7461.46
28,M,1.85,128,False,37.399561723886045,3,6938.001
62,F,1.884,109,False,30.70893117142458,2,2327.305
35,F,1.93,111,True,29.799457703562513,1,3322.927
33,M,1.795,114,False,35.381475935165,3,4117.187
29,F,1.729,88,False,29.436941555294116,1,4493.176
38,F,1.808,81,False,24.779250528624008,0,3140.893
70,F,1.843,83,False,24.435848390575536,0,2166.922
27,M,1.913,90,True,24.593060002421048,0,6383.222
67,F,1.787,102,False,31.941188130779754,2,1675.879
31,F,1.798,116,False,35.88216297678424,3,4608.294
25,F,1.838,97,False,28.713142093939926,1,5227.523
54,F,1.904,95,True,26.205335075206555,1,2653.529
25,F,1.907,120,True,32.997410528208796,2,6470.927
25,M,1.872,86,False,24.540689604792167,0,7779.355
54,M,1.876,111,False,31.539682034542494,2,3616.604
63,F,1.764,70,False,22.49577079509052,0,2301.214
30,M,1.937,77,True,20.522557622411057,0,7017.589
57,M,1.847,107,False,31.365339072506405,2,2896.805
